Commands,Model Parameters,,,,,,,Reflectivity Data from Air,,,Model,Tiles,,,,,Profile,,,Incoherent Sum,,,ctrl-s,χ2,,,,,,,,,,
ctrl-l : Load,Compound,Nb (Å-2),μlabs/l [Å-2],μlinc [Å-1],d (Å),σfwhm (Å),ωdPS,Q (Å-1),R,dR,Rmodel,nrough,Nb (Å-2),mlabs/l [Å-2],mlinc [Å-1],d (Å),z (Å),Nb (Å-2),,R(1 – δd/d),R(1 ),R(1 + δd/d),Sum,29.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,670.65,2.93E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,670.65,2.87E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,672.16,2.87E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,672.16,2.80E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,673.68,2.80E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,673.68,2.74E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,675.20,2.74E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,675.20,2.68E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,676.72,2.68E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,676.72,2.62E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,678.24,2.62E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,678.24,2.56E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,679.76,2.56E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,679.76,2.50E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,681.28,2.50E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,681.28,2.44E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,682.79,2.44E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,682.79,2.39E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,684.31,2.39E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,684.31,2.33E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,685.83,2.33E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,685.83,2.27E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,687.35,2.27E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,687.35,2.22E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,688.87,2.22E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,688.87,2.16E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,690.39,2.16E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,690.39,2.10E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,691.90,2.10E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,691.90,2.04E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,693.42,2.04E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,693.42,1.98E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,694.94,1.98E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,694.94,1.92E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,696.46,1.92E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,696.46,1.86E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,697.98,1.86E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,697.98,1.82E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,698.74,1.82E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,698.74,1.82E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,699.50,1.82E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,699.50,1.78E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,701.02,1.78E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,701.02,1.75E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,702.53,1.75E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,702.53,1.71E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,704.05,1.71E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,704.05,1.69E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,705.57,1.69E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,705.57,1.67E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,707.09,1.67E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,707.09,1.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,708.61,1.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,708.61,1.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,710.13,1.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,710.13,1.67E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,711.64,1.67E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,711.64,1.69E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,713.16,1.69E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,713.16,1.73E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,714.68,1.73E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,714.68,1.78E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,716.20,1.78E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,716.20,1.84E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,717.72,1.84E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,717.72,1.92E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,719.24,1.92E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,719.24,2.01E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,720.76,2.01E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,720.76,2.12E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,722.27,2.12E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,722.27,2.24E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,723.79,2.24E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,723.79,2.37E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,725.31,2.37E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,725.31,2.51E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,726.83,2.51E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,726.83,2.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,728.35,2.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,728.35,2.82E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,729.87,2.82E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,729.87,2.98E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,731.38,2.98E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,731.38,3.10E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,732.14,3.10E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,732.14,3.18E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,733.05,3.18E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,733.05,3.34E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,734.86,3.34E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,734.86,3.53E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,736.67,3.53E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,736.67,3.72E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,738.48,3.72E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,738.48,3.91E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,740.29,3.91E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,740.29,4.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,742.10,4.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,742.10,4.23E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,743.91,4.23E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,743.91,4.38E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,745.71,4.38E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,745.71,4.50E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,747.52,4.50E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,747.52,4.62E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,749.33,4.62E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,749.33,4.71E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,751.14,4.71E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,751.14,4.79E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,752.95,4.79E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,752.95,4.86E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,754.76,4.86E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,754.76,4.92E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,756.57,4.92E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,756.57,4.96E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,758.38,4.96E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,758.38,5.00E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,760.19,5.00E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,760.19,5.02E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,762.00,5.02E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,762.00,5.04E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,763.81,5.04E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,763.81,5.06E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,765.62,5.06E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,765.62,5.07E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,767.43,5.07E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,767.43,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,769.24,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,769.24,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,771.05,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,771.05,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,771.95,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,771.95,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,772.86,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,772.86,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,774.67,5.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,774.67,5.07E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,776.48,5.07E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,776.48,5.06E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,778.29,5.06E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,778.29,5.04E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,780.10,5.04E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,780.10,5.03E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781.90,5.03E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781.90,5.00E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,783.71,5.00E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,783.71,4.97E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,785.52,4.97E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,785.52,4.94E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,787.33,4.94E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,787.33,4.89E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,789.14,4.89E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,789.14,4.83E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,790.95,4.83E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,790.95,4.76E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,792.76,4.76E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,792.76,4.68E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,794.57,4.68E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,794.57,4.59E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,796.38,4.59E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,796.38,4.48E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,798.19,4.48E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,798.19,4.35E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,800.00,4.35E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,800.00,4.21E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,801.81,4.21E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,801.81,4.06E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,803.62,4.06E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,803.62,3.89E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,805.43,3.89E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,805.43,3.71E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,807.24,3.71E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,807.24,3.52E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,809.05,3.52E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,809.05,3.33E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,810.86,3.33E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,810.86,3.18E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,811.76,3.18E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,811.76,3.09E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,812.52,3.09E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,812.52,2.97E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,814.04,2.97E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,814.04,2.81E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,815.56,2.81E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,815.56,2.65E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,817.08,2.65E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,817.08,2.49E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,818.59,2.49E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,818.59,2.35E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,820.11,2.35E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,820.11,2.21E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,821.63,2.21E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,821.63,2.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,823.15,2.08E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,823.15,1.96E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,824.67,1.96E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,824.67,1.85E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,826.19,1.85E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,826.19,1.75E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,827.71,1.75E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,827.71,1.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,829.22,1.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,829.22,1.58E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,830.74,1.58E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,830.74,1.52E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,832.26,1.52E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,832.26,1.46E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,833.78,1.46E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,833.78,1.41E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,835.30,1.41E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,835.30,1.37E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,836.82,1.37E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,836.82,1.33E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,838.33,1.33E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,838.33,1.31E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,839.85,1.31E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,839.85,1.31E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,841.37,1.31E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,841.37,1.41E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,842.89,1.41E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,842.89,1.72E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,844.41,1.72E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,844.41,2.09E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,845.17,2.09E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,845.17,2.24E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,845.40,2.24E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,845.40,2.37E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,845.85,2.37E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,845.85,2.53E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,846.30,2.53E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,846.30,2.68E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,846.76,2.68E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,846.76,2.81E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,847.21,2.81E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,847.21,2.92E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,847.67,2.92E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,847.67,3.00E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,848.12,3.00E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,848.12,3.07E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,848.58,3.07E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,848.58,3.11E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,849.03,3.11E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,849.03,3.15E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,849.49,3.15E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,849.49,3.16E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,849.94,3.16E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,849.94,3.17E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,850.40,3.17E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,850.40,3.17E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,850.85,3.17E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,850.85,3.16E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,851.30,3.16E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,851.30,3.15E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,851.76,3.15E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,851.76,3.12E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,852.21,3.12E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,852.21,3.09E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,852.67,3.09E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,852.67,3.04E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,853.12,3.04E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,853.12,2.98E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,853.58,2.98E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,853.58,2.91E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,854.03,2.91E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,854.03,2.82E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,854.49,2.82E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,854.49,2.73E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,854.94,2.73E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,854.94,2.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,855.17,2.66E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,855.17,2.61E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,855.44,2.61E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,855.44,2.55E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,855.72,2.55E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,855.72,2.49E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,856.01,2.49E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,856.01,2.43E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,856.32,2.43E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,856.32,2.37E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,856.65,2.37E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,856.65,2.32E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,857.01,2.32E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,857.01,2.26E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,857.44,2.26E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,857.44,2.21E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,857.96,2.21E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,857.96,2.15E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,858.67,2.15E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,858.67,2.11E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,859.95,2.11E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,859.95,2.07E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,861.68,2.07E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,861.68,2.07E-06,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,961.68,2.07E-06,,,,,,,,,,,,,,,,
